발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
로테이션제일차,경기도,용인시,처인구,남동,공동주택,-,0
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
비욘드운정제이차,경기도,파주시,운정3지구,1BL,공동주택/상업업무,주상복합,본 PF
뉴트리니티성본제이차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제이차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제이차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제일차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제일차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제일차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제일차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티성본제일차,충청북도,음성군,금왕읍,유포리,산업시설,-,0
뉴트리니티완주제사차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
뉴트리니티완주제사차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
뉴트리니티완주제사차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
뉴트리니티완주제사차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
뉴트리니티완주제사차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
메타그린제팔차,경기도,파주시,와동동,1433-1번지,오피스텔,오피스텔,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,공동주택,-,0
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,공동주택,-,0
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,공동주택,-,0
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,공동주택,-,0
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
달보드레제일차,서울특별시,종로구,교남동,28번지,공동주택,아파트,본 PF
큐브로얄제삼차,충청남도,태안군,태안읍ㆍ남면,천수만,0,0,0
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,-,0
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,-,0
퍼펙트드림제사차,충청남도,천안시,서북구,성성동,공동주택,-,0
그라티아제일차,경기도,부천시,원미구,상동,공동주택,-,0
그라티아제일차,경기도,부천시,원미구,상동,공동주택,-,0
그라티아제일차,경기도,부천시,원미구,상동,공동주택,-,0
그라티아제일차,경기도,부천시,원미구,상동,공동주택,-,0
그라티아제일차,경기도,부천시,원미구,상동,공동주택,-,0
비욘드운정제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0
드림스페어제육차,경기도,수원시,영통구,원천동,오피스텔,오피스텔,0
드림스페어제육차,경기도,수원시,영통구,원천동,오피스텔,오피스텔,0
트루계백제일차,대전광역시,서구,관저동,7-27번지(1BL),공동주택,-,0
트루계백제일차,대전광역시,서구,관저동,7-27번지(1BL),공동주택,-,0
트루계백제일차,대전광역시,서구,관저동,7-27번지(1BL),공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,-,0
학산피에프제일차,경상북도,포항시,북구,학산동,공동주택,-,0
학산피에프제일차,경상북도,포항시,북구,학산동,공동주택,-,0
학산피에프제일차,경상북도,포항시,북구,학산동,공동주택,-,0
학산피에프제일차,경상북도,포항시,북구,학산동,공동주택,-,0
학산피에프제일차,경상북도,포항시,북구,학산동,공동주택,-,0
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,-,0
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,-,0
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,-,0
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,-,0
세마알파,경기도,오산시,양산동,580번지,공동주택,-,본 PF
세마알파,경기도,오산시,양산동,580번지,공동주택,-,본 PF
세마알파,경기도,오산시,양산동,580번지,공동주택,-,본 PF
세마알파,경기도,오산시,양산동,580번지,공동주택,-,본 PF
세마알파,경기도,오산시,양산동,580번지,공동주택,-,본 PF
스카이힐제일차,서울특별시,강남구,삼성동,90-25번지,공동주택,-,0
뉴스타봉담제일차,경기도,화성시,봉담2지구,A-5,공동주택,-,0
뉴스타봉담제일차,경기도,화성시,봉담2지구,A-5,공동주택,-,0
뉴스타봉담제일차,경기도,화성시,봉담2지구,A-5,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,-,0
마이트창원상남동제일차,경상남도,창원시,성산구,상남동,특수용도,생활형숙박시설,0
마이트창원상남동제일차,경상남도,창원시,성산구,상남동,특수용도,생활형숙박시설,0
마이트창원상남동제일차,경상남도,창원시,성산구,상남동,특수용도,생활형숙박시설,0
마이트창원상남동제일차,경상남도,창원시,성산구,상남동,특수용도,생활형숙박시설,0
루미너스양주제일차,경기도,양주시,남면,상수리,산업시설,물류,본 PF
루미너스양주제일차,경기도,양주시,남면,상수리,산업시설,물류,본 PF
루미너스양주제일차,경기도,양주시,남면,상수리,산업시설,물류,본 PF
루미너스양주제일차,경기도,양주시,남면,상수리,산업시설,물류,본 PF
에스제이황금동제이차,대구광역시,수성구,황금동,862-5번지,공동주택/상업업무,주상복합,0
에스제이황금동제이차,대구광역시,수성구,황금동,862-5번지,공동주택/상업업무,주상복합,0
에스제이황금동제이차,대구광역시,수성구,황금동,862-5번지,공동주택/상업업무,주상복합,0
에스제이황금동제일차,대구광역시,수성구,황금동,891-1번지,공동주택/상업업무,주상복합,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
가라사니제칠차,인천광역시,계양구,효성동,100번지,공동주택,-,0
로즈힐스제일차,강원도,속초시,금호동,617-21번지,공동주택,-,0
로즈힐스제일차,강원도,속초시,금호동,617-21번지,공동주택,-,0
로즈힐스제일차,강원도,속초시,금호동,617-21번지,공동주택,-,0
로즈힐스제일차,강원도,속초시,금호동,617-21번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,-,0
리브라제일차,부산광역시,동래구,수안동,36-2번지,공동주택,-,0
리브라제일차,부산광역시,동래구,수안동,36-2번지,공동주택,-,0
리브라제일차,부산광역시,동래구,수안동,36-2번지,공동주택,-,0
리브라제일차,부산광역시,동래구,수안동,36-2번지,공동주택,-,0
리브라제일차,부산광역시,동래구,수안동,36-2번지,공동주택,-,0
리브라제일차,부산광역시,동래구,수안동,36-2번지,공동주택,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
트루프렌드안동제일차,경상북도,안동시,풍산읍,매곡리,산업시설,-,0
가라사니제오차,대구광역시,달서구,감삼동,170-1번지,공동주택/상업업무,주상복합,본 PF
트리니티플러스,경상북도,청도군,화양읍,남성현로,0,0,0
트리니티플러스,경상북도,청도군,화양읍,남성현로,0,0,0
트리니티플러스,경상북도,청도군,화양읍,남성현로,0,0,0
트리니티플러스,경상북도,청도군,화양읍,남성현로,0,0,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
골든선셋제일차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
디에스강릉제일차,강원도,강릉시,포남동,852번지,공동주택/상업업무,주상복합,0
디에스강릉제일차,강원도,강릉시,포남동,852번지,공동주택/상업업무,주상복합,0
디에스강릉제일차,강원도,강릉시,포남동,852번지,공동주택/상업업무,주상복합,0
디에스강릉제일차,강원도,강릉시,포남동,852번지,공동주택/상업업무,주상복합,0
비욘드가양제이차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
비욘드가양제이차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
비욘드가양제이차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
비욘드가양제이차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
네추럴에이트제이차,서울특별시,마포구,합정동,합정7구역,오피스텔(확인필요),오피스텔(확인필요),본 PF
