발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
뉴스타노스제일차,서울특별시,중구,봉래동,2가,오피스텔,오피스텔,본 PF
에스브라이트익산,전라북도,익산시,마동,산,0,0,0
에스브라이트익산,전라북도,익산시,마동,산,0,0,0
에스브라이트익산,전라북도,익산시,마동,산,0,0,0
에스브라이트익산,전라북도,익산시,마동,산,0,0,0
엠에이이천군량,경기도,이천시,대월면,군량리,산업시설,물류,0
엠에이이천군량,경기도,이천시,대월면,군량리,산업시설,물류,0
지아이비수표,서울특별시,중구,입정동,237번지,상업업무,오피스,0
지아이비수표,서울특별시,중구,입정동,237번지,상업업무,오피스,0
지아이비수표,서울특별시,중구,입정동,237번지,상업업무,오피스,0
지아이비수표,서울특별시,중구,입정동,237번지,상업업무,오피스,0
지아이비수표,서울특별시,중구,입정동,237번지,상업업무,오피스,0
케이비동인센트럴제일호,대구광역시,중구,동인동1가,235-1번지,오피스텔(확인필요),오피스텔(확인필요),0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
뉴라이징제이차,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
드래곤힐리치제이차,충청북도,음성군,음성읍,용산리,산업시설,-,본 PF
드래곤힐리치제이차,충청북도,음성군,음성읍,용산리,산업시설,-,본 PF
드래곤힐리치제이차,충청북도,음성군,음성읍,용산리,산업시설,-,본 PF
드래곤힐리치제이차,충청북도,음성군,음성읍,용산리,산업시설,-,본 PF
드래곤힐리치제이차,충청북도,음성군,음성읍,용산리,산업시설,-,본 PF
마에스트로별내,경기도,남양주시,별내동,999번지,공동주택,-,0
마에스트로별내,경기도,남양주시,별내동,999번지,공동주택,-,0
마에스트로별내,경기도,남양주시,별내동,999번지,공동주택,-,0
비엔케이썸제칠차,서울특별시,금천구,가산동,60-39번지,특수용도,지식산업센터,본 PF
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
지아이비용문,대전광역시,서구,용문동,594-6외,공동주택,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
통영일차,경상남도,통영시,광도면에,위치한,상업업무,-,0
뉴스타시티제이차,경기도,평택시,브레인시티일반산업단지,공동1BL,공동주택,-,본 PF
뉴스타시티제이차,경기도,평택시,브레인시티일반산업단지,공동1BL,공동주택,-,본 PF
뉴스타시티제이차,경기도,평택시,브레인시티일반산업단지,공동1BL,공동주택,-,본 PF
뉴스타시티제이차,경기도,평택시,브레인시티일반산업단지,공동1BL,공동주택,-,본 PF
로즈힐스제일차,강원도,속초시,금호동,617-21번지,공동주택,-,0
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
드림리치제일차,충청북도,충주시,중앙탑면,용전리,산업시설,-,본 PF
리치게이트여상,인천광역시,중구,사동,23-4번지,공동주택,아파트,본 PF
리치게이트여상,인천광역시,중구,사동,23-4번지,공동주택,아파트,본 PF
리치게이트여상,인천광역시,중구,사동,23-4번지,공동주택,아파트,본 PF
리치게이트여상,인천광역시,중구,사동,23-4번지,공동주택,아파트,본 PF
비욘드스카이제이차,경기도,파주시,운정3지구,F1-1BL,상업업무,-,본 PF
비욘드스카이제이차,경기도,파주시,운정3지구,F1-1BL,상업업무,-,본 PF
비욘드스카이제이차,경기도,파주시,운정3지구,F1-1BL,상업업무,-,본 PF
이터널청주제삼차,충청북도,청주시,흥덕구,강내면,산업시설,-,0
이터널청주제삼차,충청북도,청주시,흥덕구,강내면,산업시설,-,0
디아이에프와이,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
디아이에프와이,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
디아이에프와이,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
디아이에프와이,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
비엔케이썸제사차,서울특별시,용산구,이태원동,34-69번지,공동주택,-,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
시티코어제팔차,경기도,안성시,미양면,개정리,산업시설,물류,본 PF
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
빅하우스제구차,전라북도,완주군,봉동읍,제내리,산업시설,-,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
트루프렌드디벨롭제이차,충청남도,천안시,서북구,직산읍,산업시설,-,0
트루프렌드디벨롭제이차,충청남도,천안시,서북구,직산읍,산업시설,-,0
트루프렌드디벨롭제이차,충청남도,천안시,서북구,직산읍,산업시설,-,0
트루프렌드디벨롭제이차,충청남도,천안시,서북구,직산읍,산업시설,-,0
트루프렌드디벨롭제이차,충청남도,천안시,서북구,직산읍,산업시설,-,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
마에스트로익산,전라북도,익산시,마동,24-5번지,공동주택,-,0
지아이비유천,대전광역시,중구,유천동,340-1번지,공동주택,-,0
지아이비유천,대전광역시,중구,유천동,340-1번지,공동주택,-,0
지아이비유천,대전광역시,중구,유천동,340-1번지,공동주택,-,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
케이비클라우드,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
더팩맨제일차,서울특별시,강서구,가양동,449-19번지,특수용도,지식산업센터,0
이지플랜트제구차,경기도,하남시,망월동,1146번지,오피스텔,오피스텔,0
마인드퍼스트,서울특별시,강서구,가양동,449-19번지,오피스텔,오피스텔,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
부전마산비티엘,부산광역시,부산진구,부전동,일원을,0,0,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
케이지봉명제일차,대전광역시,유성구,봉명동,543-1번지,공동주택/상업업무,주상복합,0
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
메인스트림제십오차,서울시,금천구,가산동,219-24번지,특수용도,지식산업센터,0
드림스페어제구차,서울특별시,도봉구,창동,13-1번지,오피스텔,오피스텔,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
아몬드골드,서울특별시,강남구,역삼동,602번지,공동주택,도시형생활주택,0
화이트우드제칠차,대구광역시,중구,사일동,15-1번지,공동주택/상업업무,주상복합,0
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
비욘드스카이제일차,인천광역시,연수구,송도동,30-2번지,공동주택/상업업무,주상복합,본 PF
