플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,시/도,시/구,동/읍,상세주소,브릿지론/본PF,신용보강기관종류1,신용보강기관종류2,신용보강기관명1,신용보강기관명2,신용보강형태1,신용보강형태2,신용보강기관 신용등급,사업용도,사업용도 세부종목,시공사,시공사구간,시공사 신용등급,트렌치,전체 트렌치 수,전체 대출약정 규모(억 원),분양률(%)
64396,에이디원제칠차,KRZFA29281E1,에이디원제칠차 20240110-182-1,Y,20240110,20240710,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29282E1,에이디원제칠차 20240110-182-2,Y,20240110,20240710,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29283E1,에이디원제칠차 20240110-182-3,Y,20240110,20240710,PF대출채권,KRW,,"100,000,000 ","100,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29284E1,에이디원제칠차 20240110-182-4,Y,20240110,20240710,PF대출채권,KRW,,"100,000,000 ","100,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29285E1,에이디원제칠차 20240110-182-5,Y,20240110,20240710,PF대출채권,KRW,,"300,000,000 ","300,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29286E1,에이디원제칠차 20240110-182-6,Y,20240110,20240710,PF대출채권,KRW,,"500,000,000 ","500,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29287E1,에이디원제칠차 20240110-182-7,Y,20240110,20240710,PF대출채권,KRW,,"500,000,000 ","500,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64396,에이디원제칠차,KRZFA29288E1,에이디원제칠차 20240110-182-8,Y,20240110,20240710,PF대출채권,KRW,,"500,000,000 ","500,000,000 ",180,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
63765,프로젝트갈매,KRZFA70501E1,프로젝트갈매 20240110-121-1,Y,20240110,20240510,PF대출채권,KRW,,"500,000,000 ","500,000,000 ",119,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57230,리치게이트양덕,KRZFA26381E1,리치게이트양덕 20240108-91-1,Y,20240108,20240408,PF대출채권,KRW,,"6,100,000,000 ","6,100,000,000 ",87,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
57230,리치게이트양덕,KRZFA26382E1,리치게이트양덕 20240108-91-2,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
57230,리치게이트양덕,KRZFA26383E1,리치게이트양덕 20240108-91-3,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
57230,리치게이트양덕,KRZFA26384E1,리치게이트양덕 20240108-91-4,Y,20240108,20240408,PF대출채권,KRW,,"4,900,000,000 ","4,900,000,000 ",87,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
58571,지아이비신정,KRZFA38041E1,지아이비신정 20240108-91-1,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58571,지아이비신정,KRZFA38042E1,지아이비신정 20240108-91-2,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58571,지아이비신정,KRZFA38043E1,지아이비신정 20240108-91-3,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58571,지아이비신정,KRZFA38044E1,지아이비신정 20240108-91-4,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58571,지아이비신정,KRZFA38045E1,지아이비신정 20240108-91-5,Y,20240108,20240408,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",87,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58571,지아이비신정,KRZFA38046E1,지아이비신정 20240108-91-6,Y,20240108,20240408,PF대출채권,KRW,,"4,400,000,000 ","4,400,000,000 ",87,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323421E1,리치게이트대명 20240104-91-1,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323422E1,리치게이트대명 20240104-91-2,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323423E1,리치게이트대명 20240104-91-3,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323424E1,리치게이트대명 20240104-91-4,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323425E1,리치게이트대명 20240104-91-5,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323426E1,리치게이트대명 20240104-91-6,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323427E1,리치게이트대명 20240104-91-7,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63407,리치게이트대명,KRZF323428E1,리치게이트대명 20240104-91-8,Y,20240104,20240404,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",83,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58481,리치게이트신반포,KRZFA37441E1,리치게이트신반포 20240102-90-1,Y,20240102,20240401,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",80,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
58481,리치게이트신반포,KRZFA37442E1,리치게이트신반포 20240102-90-2,Y,20240102,20240401,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",80,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
58481,리치게이트신반포,KRZFA37443E1,리치게이트신반포 20240102-90-3,Y,20240102,20240401,PF대출채권,KRW,,"4,826,000,000 ","4,826,000,000 ",80,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
57108,신한지아이비화성,KRZFA25741E1,신한지아이비화성 20240102-28-1,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57108,신한지아이비화성,KRZFA25742E1,신한지아이비화성 20240102-28-2,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57108,신한지아이비화성,KRZFA25743E1,신한지아이비화성 20240102-28-3,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57108,신한지아이비화성,KRZFA25744E1,신한지아이비화성 20240102-28-4,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57108,신한지아이비화성,KRZFA25745E1,신한지아이비화성 20240102-28-5,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57108,신한지아이비화성,KRZFA25746E1,신한지아이비화성 20240102-28-6,Y,20240102,20240130,PF대출채권,KRW,,"2,420,000,000 ","2,420,000,000 ",18,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
60742,엔에이치상인천,KRZFA52411E1,엔에이치상인천 20240102-28-1,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,,A1,,,,,,,,,,,,,,,,,,,,,,
60742,엔에이치상인천,KRZFA52412E1,엔에이치상인천 20240102-28-2,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,,A1,,,,,,,,,,,,,,,,,,,,,,
60742,엔에이치상인천,KRZFA52413E1,엔에이치상인천 20240102-28-3,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,,A1,,,,,,,,,,,,,,,,,,,,,,
60742,엔에이치상인천,KRZFA52414E1,엔에이치상인천 20240102-28-4,Y,20240102,20240130,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",18,,,A1,,,,,,,,,,,,,,,,,,,,,,
60742,엔에이치상인천,KRZFA52415E1,엔에이치상인천 20240102-28-5,Y,20240102,20240130,PF대출채권,KRW,,"7,940,000,000 ","7,940,000,000 ",18,,,A1,,,,,,,,,,,,,,,,,,,,,,
60742,엔에이치상인천,KRZFA52416E1,엔에이치상인천 20240102-28-6,Y,20240102,20240130,PF대출채권,KRW,,"940,622 ","940,622 ",18,,,A1,,,,,,,,,,,,,,,,,,,,,,
55437,리치게이트십정,KRZFA12581DC,리치게이트십정 20231229-62-1,Y,20231229,20240229,PF대출채권,KRW,,"40,855,323 ","40,855,323 ",48,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
55437,리치게이트십정,KRZFA12582DC,리치게이트십정 20231229-62-2,Y,20231229,20240229,PF대출채권,KRW,,"59,144,677 ","59,144,677 ",48,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
59625,지아이비남사,KRZFA46041DC,지아이비남사 20231229-91-1,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
59625,지아이비남사,KRZFA46042DC,지아이비남사 20231229-91-2,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
59625,지아이비남사,KRZFA46043DC,지아이비남사 20231229-91-3,Y,20231229,20240329,PF대출채권,KRW,,"3,173,600,000 ","3,173,600,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
57258,지아이비도안,KRZFA26591DC,지아이비도안 20231229-91-1,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57258,지아이비도안,KRZFA26592DC,지아이비도안 20231229-91-2,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57258,지아이비도안,KRZFA26593DC,지아이비도안 20231229-91-3,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57258,지아이비도안,KRZFA26594DC,지아이비도안 20231229-91-4,Y,20231229,20240329,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58871,지아이비수표,KRZFA40001DC,지아이비수표 20231229-31-1,Y,20231229,20240129,PF대출채권,KRW,,"690,000,000 ","690,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15841DC,지아이비해운대 20231229-91-1,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15842DC,지아이비해운대 20231229-91-2,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15843DC,지아이비해운대 20231229-91-3,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15844DC,지아이비해운대 20231229-91-4,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15845DC,지아이비해운대 20231229-91-5,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15846DC,지아이비해운대 20231229-91-6,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55957,지아이비해운대,KRZFA15847DC,지아이비해운대 20231229-91-7,Y,20231229,20240329,PF대출채권,KRW,,"491,803,279 ","491,803,279 ",77,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
53599,케이비프라이드제이차,KRZF394821DC,케이비프라이드제이차 20231229-91-1,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
53599,케이비프라이드제이차,KRZF394822DC,케이비프라이드제이차 20231229-91-2,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
53599,케이비프라이드제이차,KRZF394823DC,케이비프라이드제이차 20231229-91-3,Y,20231229,20240329,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
53599,케이비프라이드제이차,KRZF394824DC,케이비프라이드제이차 20231229-91-4,Y,20231229,20240329,PF대출채권,KRW,,"1,750,000,000 ","1,750,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
53599,케이비프라이드제이차,KRZF394825DC,케이비프라이드제이차 20231229-91-5,Y,20231229,20240329,PF대출채권,KRW,,"9,000,000 ","9,000,000 ",77,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
52813,리치게이트학익,KRZF389611DC,리치게이트학익 20231228-62-1,Y,20231228,20240228,PF대출채권,KRW,,"142,477,876 ","142,477,876 ",47,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
52813,리치게이트학익,KRZF389612DC,리치게이트학익 20231228-62-2,Y,20231228,20240228,PF대출채권,KRW,,"662,522,124 ","662,522,124 ",47,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58681,하이브엘제일차,KRZFA39301DC,하이브엘제일차 20231228-25-1,Y,20231228,20240122,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",10,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58681,하이브엘제일차,KRZFA39302DC,하이브엘제일차 20231228-25-2,Y,20231228,20240122,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",10,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58681,하이브엘제일차,KRZFA39303DC,하이브엘제일차 20231228-25-3,Y,20231228,20240122,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",10,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58681,하이브엘제일차,KRZFA39304DC,하이브엘제일차 20231228-25-4,Y,20231228,20240122,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",10,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58681,하이브엘제일차,KRZFA39305DC,하이브엘제일차 20231228-25-5,Y,20231228,20240122,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",10,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58681,하이브엘제일차,KRZFA39306DC,하이브엘제일차 20231228-25-6,Y,20231228,20240122,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",10,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63553,디아이에프와이,KRZFA46251DC,디아이에프와이 20231227-212-1,Y,20231227,20240726,PF대출채권,KRW,,"10,000,000 ","10,000,000 ",196,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63553,디아이에프와이,KRZFA46252DC,디아이에프와이 20231227-212-2,Y,20231227,20240726,PF대출채권,KRW,,"10,000,000 ","10,000,000 ",196,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63553,디아이에프와이,KRZFA46253DC,디아이에프와이 20231227-212-3,Y,20231227,20240726,PF대출채권,KRW,,"10,000,000 ","10,000,000 ",196,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63553,디아이에프와이,KRZFA46254DC,디아이에프와이 20231227-212-4,Y,20231227,20240726,PF대출채권,KRW,,"10,000,000 ","10,000,000 ",196,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63553,디아이에프와이,KRZFA46258DC,디아이에프와이 20231227-212-8,Y,20231227,20240726,PF대출채권,KRW,,"10,000,000 ","10,000,000 ",196,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63553,디아이에프와이,KRZFA46259DC,디아이에프와이 20231227-212-9,Y,20231227,20240726,PF대출채권,KRW,,"10,000,000 ","10,000,000 ",196,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342841DC,마린씨티제일차 20231227-91-1,Y,20231227,20240327,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF34284ADC,마린씨티제일차 20231227-91-10,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF34284BDC,마린씨티제일차 20231227-91-11,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF34284CDC,마린씨티제일차 20231227-91-12,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342842DC,마린씨티제일차 20231227-91-2,Y,20231227,20240327,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342843DC,마린씨티제일차 20231227-91-3,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342844DC,마린씨티제일차 20231227-91-4,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342845DC,마린씨티제일차 20231227-91-5,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342846DC,마린씨티제일차 20231227-91-6,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342847DC,마린씨티제일차 20231227-91-7,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342848DC,마린씨티제일차 20231227-91-8,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
48688,마린씨티제일차,KRZF342849DC,마린씨티제일차 20231227-91-9,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71081DC,비엔케이썸제칠차 20231227-168-1,Y,20231227,20240612,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA7108ADC,비엔케이썸제칠차 20231227-168-10,Y,20231227,20240612,PF대출채권,KRW,,"9,000,000,000 ","9,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71082DC,비엔케이썸제칠차 20231227-168-2,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71083DC,비엔케이썸제칠차 20231227-168-3,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71084DC,비엔케이썸제칠차 20231227-168-4,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71085DC,비엔케이썸제칠차 20231227-168-5,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71086DC,비엔케이썸제칠차 20231227-168-6,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71087DC,비엔케이썸제칠차 20231227-168-7,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71088DC,비엔케이썸제칠차 20231227-168-8,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63640,비엔케이썸제칠차,KRZFA71089DC,비엔케이썸제칠차 20231227-168-9,Y,20231227,20240612,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",152,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45551DC,송도더스카이제일차 20231227-91-1,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA4555ADC,송도더스카이제일차 20231227-91-10,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45552DC,송도더스카이제일차 20231227-91-2,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45553DC,송도더스카이제일차 20231227-91-3,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45554DC,송도더스카이제일차 20231227-91-4,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45555DC,송도더스카이제일차 20231227-91-5,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45556DC,송도더스카이제일차 20231227-91-6,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45557DC,송도더스카이제일차 20231227-91-7,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45558DC,송도더스카이제일차 20231227-91-8,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59559,송도더스카이제일차,KRZFA45559DC,송도더스카이제일차 20231227-91-9,Y,20231227,20240327,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",75,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58003,우리아크로호계제일차,KRZFA33831DC,우리아크로호계제일차 20231227-33-1,Y,20231227,20240129,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58003,우리아크로호계제일차,KRZFA33832DC,우리아크로호계제일차 20231227-33-2,Y,20231227,20240129,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58003,우리아크로호계제일차,KRZFA33833DC,우리아크로호계제일차 20231227-33-3,Y,20231227,20240129,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58003,우리아크로호계제일차,KRZFA33834DC,우리아크로호계제일차 20231227-33-4,Y,20231227,20240129,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58003,우리아크로호계제일차,KRZFA33835DC,우리아크로호계제일차 20231227-33-5,Y,20231227,20240129,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
58003,우리아크로호계제일차,KRZFA33836DC,우리아크로호계제일차 20231227-33-6,Y,20231227,20240129,PF대출채권,KRW,,"7,000,000,000 ","7,000,000,000 ",17,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57970,지아이비세교,KRZFA33521DC,지아이비세교 20231227-30-1,Y,20231227,20240126,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",14,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57970,지아이비세교,KRZFA33522DC,지아이비세교 20231227-30-2,Y,20231227,20240126,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",14,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57970,지아이비세교,KRZFA33523DC,지아이비세교 20231227-30-3,Y,20231227,20240126,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",14,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
57970,지아이비세교,KRZFA33524DC,지아이비세교 20231227-30-4,Y,20231227,20240126,PF대출채권,KRW,,"704,504,509 ","704,504,509 ",14,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55867,리치게이트원당,KRZFA15901DC,리치게이트원당 20231226-90-1,Y,20231226,20240325,PF대출채권,KRW,,"11,000,000,000 ","11,000,000,000 ",73,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
