플랜번호,발행인,종목코드,종목명,PF여부,발행일,만기일,기초자산,통화,환율,발행금액,원화환산발행금액,잔존일물,보증,한국신용평가,한국기업평가,NICE신용평가,서울신용평가,시/도,시/구,동/읍,상세주소,브릿지론/본PF,신용보강기관종류1,신용보강기관종류2,신용보강기관명1,신용보강기관명2,신용보강형태1,신용보강형태2,사업용도,사업용도 세부종목,신용보강기관 신용등급,시공사,시공사구간,시공사 신용등급,트렌치,전체 트렌치 수,전체 대출약정 규모(억 원),분양률(%)
62787,뉴스타제이에이치센터,KRZS46456006,뉴스타제이에이치센터 20240111-33-1(단),Y,20240111,20240213,PF대출채권,KRW,,"48,700,000,000 ","48,700,000,000 ",32,N,,,,,,,,,,,,,,,,,,,,,,,,,
64408,디비하이엔드제일차,KRZS37440023,디비하이엔드제일차 20240111-91-1(단),Y,20240111,20240411,PF대출채권,KRW,,"2,100,000,000 ","2,100,000,000 ",90,N,,,,,,,,,,,,,,,,,,,,,,,,,
56439,리미티리제삼차,KRZS42009013,리미티리제삼차 20240111-91-1(단),Y,20240111,20240411,PF대출채권,KRW,,"6,000,000,000 ","6,000,000,000 ",90,N,,,,,,,,,,,,,,,,,,,,,,,,,
63459,아디아북천안제일차,KRZS43291008,아디아북천안제일차 20240111-91-1(단),Y,20240111,20240411,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",90,N,,,,,,,,,,,,,,,,,,,,,,,,,
56835,에이블도산제일차,KRZS42195020,에이블도산제일차 20240111-33-1(단),Y,20240111,20240213,PF대출채권,KRW,,"14,600,000,000 ","14,600,000,000 ",32,N,,A1,A1,,서울시,강남구,논현동,62-2,,증권사,,KB증권,,매입확약,,공동주택,,,신영건설,,,A,3,1120,89.5
64401,엠에이백운제일차,KRZS42695016,엠에이백운제일차 20240111-33-1(단),Y,20240111,20240213,PF대출채권,KRW,,"7,500,000,000 ","7,500,000,000 ",32,N,,,,,,,,,,,,,,,,,,,,,,,,,
57272,이프지축제일차,KRZS42577010,이프지축제일차 20240111-91-1(단),Y,20240111,20240411,PF대출채권,KRW,,"8,500,000,000 ","8,500,000,000 ",90,N,,,,,,,,,,,,,,,,,,,,,,,,,
64405,제이케이본동,KRZS36185019,제이케이본동 20240111-60-1(단),Y,20240111,20240311,PF대출채권,KRW,,"26,700,000,000 ","26,700,000,000 ",59,N,,,,,,,,,,,,,,,,,,,,,,,,,
62592,케이비제기제이차,KRZS45530007,케이비제기제이차 20240111-33-1(단),Y,20240111,20240213,PF대출채권,KRW,,"8,700,000,000 ","8,700,000,000 ",32,N,,,,,,,,,,,,,,,,,,,,,,,,,
61460,케이비제기제일차,KRZS45529010,케이비제기제일차 20240111-33-1(단),Y,20240111,20240213,PF대출채권,KRW,,"50,700,000,000 ","50,700,000,000 ",32,N,,,,,,,,,,,,,,,,,,,,,,,,,
61753,케이아이에스대체제이십삼차,KRZS40829012,케이아이에스대체제이십삼차 20240111-12-1(단),Y,20240111,20240123,PF대출채권,KRW,,"2,999,980,000 ","2,999,980,000 ",11,N,,,,,,,,,,,,,,,,,,,,,,,,,
62181,프로젝트오학제일차,KRZS41900012,프로젝트오학제일차 20240111-33-1(단),Y,20240111,20240213,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",32,N,,,,,,,,,,,,,,,,,,,,,,,,,
51134,고은안골제일차,KRZS35106015,고은안골제일차 20240110-91-1(단),Y,20240110,20240410,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",89,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
64076,기은센동대문제삼차,KRZS41265019,기은센동대문제삼차 20240110-56-3(단),Y,20240110,20240306,PF대출채권,KRW,,"21,300,000,000 ","21,300,000,000 ",54,N,,,A2+,A2+,서울시,동대문구,용두동,33-1,,시공사,,롯데건설,,자금보충,채무인수,공동주택,,,롯데건설,,,B,3,2805,
62511,두교로지스제일차,KRZS40882016,두교로지스제일차 20240110-91-1(단),Y,20240110,20240410,PF대출채권,KRW,,"6,400,000,000 ","6,400,000,000 ",89,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63773,모니모송도베스트제이차,KRZS47172003,모니모송도베스트제이차 20240110-34-1(단),Y,20240110,20240213,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",32,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63772,모니모송도베스트제일차,KRZS47171003,모니모송도베스트제일차 20240110-34-1(단),Y,20240110,20240213,PF대출채권,KRW,,"50,000,000,000 ","50,000,000,000 ",32,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59284,밝은다올제이차,KRZS44294016,밝은다올제이차 20240110-90-3(단),Y,20240110,20240409,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",88,N,A2,A2,,,,,,,,,,,,,,,,,,,,,,,
55573,서머랠리제일차,KRZS41240023,서머랠리제일차 20240110-55-1(단),Y,20240110,20240305,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",53,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
61144,에코송정,KRZS41307012,에코송정 20240110-60-1(단),Y,20240110,20240310,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",58,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63801,에프엔송도5제일차,KRZS34267104,에프엔송도5제일차 20240110-29-1(단),Y,20240110,20240208,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",27,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
64145,에프엔한강제이차,KRZS47248002,에프엔한강제이차 20240110-76-1(단),Y,20240110,20240326,PF대출채권,KRW,,"45,000,000,000 ","45,000,000,000 ",74,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
64397,와이케이이천제일차,KRZS40804017,와이케이이천제일차 20240110-34-1(단),Y,20240110,20240213,PF대출채권,KRW,,"12,000,000,000 ","12,000,000,000 ",32,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
59249,원주오토제일차,KRZS44243009,원주오토제일차 20240110-56-1(단),Y,20240110,20240306,PF대출채권,KRW,,"19,600,000,000 ","19,600,000,000 ",54,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
55923,주파수초읍제일차,KRZS41583021,주파수초읍제일차 20240110-77-1(단),Y,20240110,20240327,PF대출채권,KRW,,"6,000,000,000 ","6,000,000,000 ",75,N,,A2+,A2+,,,,,,,,,,,,,,,,,,,,,,
62751,케이비흑석제일차,KRZS46281006,케이비흑석제일차 20240110-34-1(단),Y,20240110,20240213,PF대출채권,KRW,,"24,000,000,000 ","24,000,000,000 ",32,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63812,케이아이에스대체제이십오차,KRZS40746014,케이아이에스대체제이십오차 20240110-29-1(단),Y,20240110,20240208,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",27,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
29585,케이아이에스대체제일차,KRZS36003028,케이아이에스대체제일차 20240110-91-1(단),Y,20240110,20240410,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",89,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
64399,하이패스파인더제칠차,KRZS37806025,하이패스파인더제칠차 20240110-58-1(단),Y,20240110,20240308,PF대출채권,KRW,,"16,000,000,000 ","16,000,000,000 ",56,N,,,A1,,,,,,,,,,,,,,,,,,,,,,
62996,핫스프링제일차,KRZS38210022,핫스프링제일차 20240110-50-1(단),Y,20240110,20240229,PF대출채권,KRW,,"17,700,000,000 ","17,700,000,000 ",48,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63380,힐스테이트베스트제일차,KRZS40342016,힐스테이트베스트제일차 20240110-20-1(단),Y,20240110,20240130,PF대출채권,KRW,,"17,800,000,000 ","17,800,000,000 ",18,N,A2+,A2+,,,,,,,,,,,,,,,,,,,,,,,
63380,힐스테이트베스트제일차,KRZS40342017,힐스테이트베스트제일차 20240110-20-2(단),Y,20240110,20240130,PF대출채권,KRW,,"82,200,000,000 ","82,200,000,000 ",18,N,A2+,A2+,,,,,,,,,,,,,,,,,,,,,,,
64390,마이트제주구억리제일차,KRZS41278013,마이트제주구억리제일차 20240109-35-1(단),Y,20240109,20240213,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",32,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
62760,비엔케이농성,KRZS39743023,비엔케이농성 20240109-35-1(단),Y,20240109,20240213,PF대출채권,KRW,,"13,800,000,000 ","13,800,000,000 ",32,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
62510,인트그린제이차,KRZS39447016,인트그린제이차 20240109-91-1(단),Y,20240109,20240409,PF대출채권,KRW,,"9,500,000,000 ","9,500,000,000 ",88,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
51109,케이티비비전제이차,KRZS36625024,케이티비비전제이차 20240109-60-1(단),Y,20240109,20240309,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",57,N,A2,A2,,,,,,,,,,,,,,,,,,,,,,,
64388,콘수스화도,KRZS43481015,콘수스화도 20240109-36-1(단),Y,20240109,20240214,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",33,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
51117,하이패스파인더제십팔차,KRZS38358019,하이패스파인더제십팔차 20240109-36-1(단),Y,20240109,20240214,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",33,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
64387,학산캐슬제이차,KRZS43780008,학산캐슬제이차 20240109-91-1(단),Y,20240109,20240409,PF대출채권,KRW,,"80,000,000,000 ","80,000,000,000 ",88,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
58051,기은센엔에스,KRZS42599008,기은센엔에스 20240108-46-1(단),Y,20240108,20240223,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",42,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
55569,기은센피에스제일차,KRZS41147010,기은센피에스제일차 20240108-52-1(단),Y,20240108,20240229,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",48,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
53304,뉴월드명지트레스,KRZS39304017,뉴월드명지트레스 20240108-59-1(단),Y,20240108,20240307,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",55,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
56798,더블에스동인제일차,KRZS41854030,더블에스동인제일차 20240108-31-1(단),Y,20240108,20240208,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",27,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
60289,드림구삼송림제일차,KRZS44799007,드림구삼송림제일차 20240108-91-2(단),Y,20240108,20240408,PF대출채권,KRW,,"15,100,000,000 ","15,100,000,000 ",87,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63784,디에스창신제일차,KRZS40770014,디에스창신제일차 20240108-60-1(단),Y,20240108,20240308,PF대출채권,KRW,,"11,400,000,000 ","11,400,000,000 ",56,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63418,모니모풍동제이차,KRZS46823010,모니모풍동제이차 20240108-11-2(단),Y,20240108,20240119,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63418,모니모풍동제이차,KRZS46823012,모니모풍동제이차 20240108-11-4(단),Y,20240108,20240119,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63418,모니모풍동제이차,KRZS46823013,모니모풍동제이차 20240108-11-5(단),Y,20240108,20240119,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63418,모니모풍동제이차,KRZS46823009,모니모풍동제이차 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",87,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63418,모니모풍동제이차,KRZS46823011,모니모풍동제이차 20240108-91-3(단),Y,20240108,20240408,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",87,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63417,모니모풍동제일차,KRZS46822005,모니모풍동제일차 20240108-22-1(단),Y,20240108,20240130,PF대출채권,KRW,,"6,200,000,000 ","6,200,000,000 ",18,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
59284,밝은다올제이차,KRZS44294015,밝은다올제이차 20240108-37-2(단),Y,20240108,20240214,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",33,N,A2,A2,,,,,,,,,,,,,,,,,,,,,,,
59284,밝은다올제이차,KRZS44294014,밝은다올제이차 20240108-58-1(단),Y,20240108,20240306,PF대출채권,KRW,,"5,500,000,000 ","5,500,000,000 ",54,N,A2,A2,,,,,,,,,,,,,,,,,,,,,,,
59297,스타드블루제칠차,KRZS42604035,스타드블루제칠차 20240108-59-1(단),Y,20240108,20240307,PF대출채권,KRW,,"7,800,000,000 ","7,800,000,000 ",55,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
64382,스테이밸란디,KRZS40065005,스테이밸란디 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"13,000,000,000 ","13,000,000,000 ",87,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
58391,안심파트너스,KRZS43674009,안심파트너스 20240108-79-1(단),Y,20240108,20240327,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",75,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
54691,에이블범어원,KRZS40401017,에이블범어원 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",87,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
62501,에이치드림제이차,KRZS43777007,에이치드림제이차 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"2,900,000,000 ","2,900,000,000 ",87,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
61619,엠에스울산제이차,KRZS45569006,엠에스울산제이차 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"44,200,000,000 ","44,200,000,000 ",87,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
58569,엠에스울산제일차,KRZS43786013,엠에스울산제일차 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"19,600,000,000 ","19,600,000,000 ",87,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
62758,엠에이운양제이차,KRZS45252012,엠에이운양제이차 20240108-31-1(단),Y,20240108,20240208,PF대출채권,KRW,,"25,000,000,000 ","25,000,000,000 ",27,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
55475,와이제이엘에프서초,KRZS40014030,와이제이엘에프서초 20240108-30-1(단),Y,20240108,20240207,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",26,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63782,제이더블유디제일차,KRZS47191004,제이더블유디제일차 20240108-31-1(단),Y,20240108,20240208,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",27,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
49942,제이에스썸머제일차,KRZS22856015,제이에스썸머제일차 20240108-31-1(단),Y,20240108,20240208,PF대출채권,KRW,,"3,800,000,000 ","3,800,000,000 ",27,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63555,트루전주제일차,KRZS35827038,트루전주제일차 20240108-7-2(단),Y,20240108,20240115,PF대출채권,KRW,,"11,000,000,000 ","11,000,000,000 ",3,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
62574,트루항동제일차,KRZS40855011,트루항동제일차 20240108-91-1(단),Y,20240108,20240408,PF대출채권,KRW,,"13,000,000,000 ","13,000,000,000 ",87,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
59285,학산피에프제일차,KRZS44035035,학산피에프제일차 20240108-30-1(단),Y,20240108,20240207,PF대출채권,KRW,,"14,218,000,000 ","14,218,000,000 ",26,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
64076,기은센동대문제삼차,KRZS41265017,기은센동대문제삼차 20240105-61-1(단),Y,20240105,20240306,PF대출채권,KRW,,"1,700,000,000 ","1,700,000,000 ",54,N,,,A2+,A2+,,,,,,,,,,,,,,,,,,,,,
64368,기은센향남제일차,KRZS41554012,기은센향남제일차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"1,000,000,000 ","1,000,000,000 ",84,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64368,기은센향남제일차,KRZS41554013,기은센향남제일차 20240105-91-2(단),Y,20240105,20240405,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",84,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
56032,더샵광양마동,KRZS41143026,더샵광양마동 20240105-33-1(단),Y,20240105,20240207,PF대출채권,KRW,,"25,600,000,000 ","25,600,000,000 ",26,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
54638,디벨롭개포,KRZS40417014,디벨롭개포 20240105-31-1(단),Y,20240105,20240205,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",24,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
61248,디지엠씨제일차,KRZS45409020,디지엠씨제일차 20240105-14-1(단),Y,20240105,20240119,PF대출채권,KRW,,"5,400,000,000 ","5,400,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
51112,라이코스제일차,KRZS38307012,라이코스제일차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",84,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
62021,마이에스해운대,KRZS45880013,마이에스해운대 20240105-14-1(단),Y,20240105,20240119,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",7,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
57235,메디골드제일차,KRZS42546008,메디골드제일차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",84,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
62410,브라이트스타제사차,KRZS38967025,브라이트스타제사차 20240105-31-1(단),Y,20240105,20240205,PF대출채권,KRW,,"2,600,000,000 ","2,600,000,000 ",24,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
61435,비욘드울산무거제일차,KRZS38270017,비욘드울산무거제일차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"3,000,000,000 ","3,000,000,000 ",84,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
58484,비케이낙산,KRZS43724009,비케이낙산 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",84,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
61799,빅토리청당제일차,KRZS43018012,빅토리청당제일차 20240105-10-1(단),Y,20240105,20240115,PF대출채권,KRW,,"2,700,000,000 ","2,700,000,000 ",3,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
61416,샤이닝스톤테크노,KRZS45426004,샤이닝스톤테크노 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"27,000,000,000 ","27,000,000,000 ",84,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63376,세타스토리제일차,KRZS45549009,세타스토리제일차 20240105-84-1(단),Y,20240105,20240329,PF대출채권,KRW,,"1,650,000,000 ","1,650,000,000 ",77,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63072,알피과천제이차,KRZS46659022,알피과천제이차 20240105-14-1(단),Y,20240105,20240119,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63072,알피과천제이차,KRZS46659023,알피과천제이차 20240105-14-2(단),Y,20240105,20240119,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63072,알피과천제이차,KRZS46659024,알피과천제이차 20240105-14-3(단),Y,20240105,20240119,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63072,알피과천제이차,KRZS46659025,알피과천제이차 20240105-14-4(단),Y,20240105,20240119,PF대출채권,KRW,,"17,250,000,000 ","17,250,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
63072,알피과천제이차,KRZS46659026,알피과천제이차 20240105-14-5(단),Y,20240105,20240119,PF대출채권,KRW,,"5,000,000,000 ","5,000,000,000 ",7,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
62470,엠에스아이디제십이차,KRZS46098003,엠에스아이디제십이차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"490,000,000 ","490,000,000 ",84,N,A2+,A2+,,,,,,,,,,,,,,,,,,,,,,,
58524,엠제이엘제일차,KRZS43705008,엠제이엘제일차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"36,000,000,000 ","36,000,000,000 ",84,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
58524,엠제이엘제일차,KRZS43705009,엠제이엘제일차 20240105-91-2(단),Y,20240105,20240405,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",84,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63421,오스피셔스제십칠차,KRZS39748024,오스피셔스제십칠차 20240105-31-1(단),Y,20240105,20240205,PF대출채권,KRW,,"3,570,000,000 ","3,570,000,000 ",24,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63469,와이비해운대,KRZS43241019,와이비해운대 20240105-7-1(단),Y,20240105,20240112,PF대출채권,KRW,,"5,100,000,000 ","5,100,000,000 ",0,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
63400,유에스엠지,KRZS42306023,유에스엠지 20240105-28-2(단),Y,20240105,20240202,PF대출채권,KRW,,"4,100,000,000 ","4,100,000,000 ",21,N,A2+,A2+,,,,,,,,,,,,,,,,,,,,,,,
63400,유에스엠지,KRZS42306022,유에스엠지 20240105-55-1(단),Y,20240105,20240229,PF대출채권,KRW,,"9,300,000,000 ","9,300,000,000 ",48,N,A2+,A2+,,,,,,,,,,,,,,,,,,,,,,,
62483,캐슈넛레드,KRZS46297003,캐슈넛레드 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",84,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
61455,케이동천제일차,KRZS41591013,케이동천제일차 20240105-42-1(단),Y,20240105,20240216,PF대출채권,KRW,,"6,500,000,000 ","6,500,000,000 ",35,N,A2,A2,,,,,,,,,,,,,,,,,,,,,,,
55423,케이비황금제일차,KRZS41130021,케이비황금제일차 20240105-21-1(단),Y,20240105,20240126,PF대출채권,KRW,,"20,000,000,000 ","20,000,000,000 ",14,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
64375,키스모강릉제일차,KRZS40830023,키스모강릉제일차 20240105-31-1(단),Y,20240105,20240205,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",24,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
64372,파이브제일차,KRZS40338010,파이브제일차 20240105-91-1(단),Y,20240105,20240405,PF대출채권,KRW,,"14,000,000,000 ","14,000,000,000 ",84,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
62697,폴리제일차,KRZS39402012,폴리제일차 20240105-55-1(단),Y,20240105,20240229,PF대출채권,KRW,,"19,000,000,000 ","19,000,000,000 ",48,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
62084,한투대체제오차,KRZS42845011,한투대체제오차 20240105-26-1(단),Y,20240105,20240131,PF대출채권,KRW,,"2,900,000,000 ","2,900,000,000 ",19,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63392,골드스타대명제일차,KRZS46890002,골드스타대명제일차 20240104-91-1(단),Y,20240104,20240404,PF대출채권,KRW,,"70,000,000,000 ","70,000,000,000 ",83,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
56839,뉴스타웨이브제일차,KRZS42275031,뉴스타웨이브제일차 20240104-60-1(단),Y,20240104,20240304,PF대출채권,KRW,,"24,000,000,000 ","24,000,000,000 ",52,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
59691,더블리치제일차,KRZS37029017,더블리치제일차 20240104-91-1(단),Y,20240104,20240404,PF대출채권,KRW,,"15,000,000,000 ","15,000,000,000 ",83,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
62464,드림구삼논현제이차,KRZS46218003,드림구삼논현제이차 20240104-29-1(단),Y,20240104,20240202,PF대출채권,KRW,,"10,000,000,000 ","10,000,000,000 ",21,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
58382,랩스제일차,KRZS43611010,랩스제일차 20240104-84-1(단),Y,20240104,20240328,PF대출채권,KRW,,"30,000,000,000 ","30,000,000,000 ",76,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
62734,로이케이세종,KRZS39041013,로이케이세종 20240104-32-1(단),Y,20240104,20240205,PF대출채권,KRW,,"2,000,000,000 ","2,000,000,000 ",24,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
58903,블랙홀제오차,KRZS44075008,블랙홀제오차 20240104-32-1(단),Y,20240104,20240205,PF대출채권,KRW,,"4,000,000,000 ","4,000,000,000 ",24,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63030,블러썸제일차,KRZS44776009,블러썸제일차 20240104-19-1(단),Y,20240104,20240123,PF대출채권,KRW,,"14,000,000,000 ","14,000,000,000 ",11,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64356,비욘드이목제이차,KRZS39018002,비욘드이목제이차 20240104-32-1(단),Y,20240104,20240205,PF대출채권,KRW,,"14,000,000,000 ","14,000,000,000 ",24,N,,A1,A1,,,,,,,,,,,,,,,,,,,,,,
63853,스위트에이치한남제일차,KRZS47253004,스위트에이치한남제일차 20240104-14-1(단),Y,20240104,20240118,PF대출채권,KRW,,"13,600,000,000 ","13,600,000,000 ",6,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
62733,엑싯제팔차,KRZS46471006,엑싯제팔차 20240104-32-1(단),Y,20240104,20240205,PF대출채권,KRW,,"9,000,000,000 ","9,000,000,000 ",24,N,A1,,A1,,,,,,,,,,,,,,,,,,,,,,
63363,와이비검단,KRZS46878008,와이비검단 20240104-85-1(단),Y,20240104,20240329,PF대출채권,KRW,,"13,000,000,000 ","13,000,000,000 ",77,N,A2+,,A2+,,,,,,,,,,,,,,,,,,,,,,
64361,와이에스디제이차,KRZS43764013,와이에스디제이차 20240104-60-1(단),Y,20240104,20240304,PF대출채권,KRW,,"10,200,000,000 ","10,200,000,000 ",52,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
64360,와이에이치영성,KRZS43763011,와이에이치영성 20240104-60-1(단),Y,20240104,20240304,PF대출채권,KRW,,"3,100,000,000 ","3,100,000,000 ",52,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
51822,와이케이왕지제일차,KRZS38318025,와이케이왕지제일차 20240104-29-1(단),Y,20240104,20240202,PF대출채권,KRW,,"25,000,000,000 ","25,000,000,000 ",21,N,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
